slug,task_idx,task_text,importance,match_source,matched_workbank_task_id,matched_workbank_task,cosine_similarity,desire_mean,capability_mean,zone
comfy-deploy,4,Manage shared model and output storage across collaborative AI generation teams,3,inferred,16212,,0.4321,4.0,3.5,Green
comfy-deploy,5,Monitor API usage and execution observability for deployed generation workflows,3,inferred,14654,,0.4052,4.0,4.0,Green
commodityai,0,"Extract structured trade data from contracts, confirmations, and PDF documents automatically",5,inferred,1020,,0.4491,4.5,4.5,Green
commodityai,1,Validate and reconcile extracted trade details against existing records in CTRM systems,5,inferred,1020,,0.5311,4.0,3.5,Green
commodityai,2,Parse vessel and logistics update messages to track commodity shipment status,4,inferred,1148,,0.5258,4.5,4.0,Green
commodityai,3,Synchronize clean structured records into ERP and CTRM platforms without manual entry,5,inferred,20281,,0.4665,4.5,4.5,Green
commodityai,4,Monitor trade lifecycle events and flag discrepancies or missing documentation,4,inferred,1148,,0.5194,4.0,3.5,Green
commodityai,5,Interpret unstructured email communications to capture operationally relevant trade updates,4,inferred,2813,,0.4613,4.0,4.5,Green
complydo,0,Extract compliance requirements automatically from regulatory and policy documents,5,inferred,18038,,0.5383,4.5,4.0,Green
complydo,1,Map extracted requirements to existing organizational controls and policies,5,inferred,20736,,0.4554,4.0,3.5,Green
complydo,2,Identify compliance gaps between current controls and regulatory requirements,5,inferred,16968,,0.5879,4.0,3.5,Green
complydo,3,Monitor regulatory changes and alert teams to updated compliance obligations,4,inferred,18037,,0.6021,4.5,4.0,Green
complydo,4,Advise GRC teams on maturity improvements and prioritized compliance next steps,3,inferred,18037,,0.5188,2.5,2.5,Low-Priority
compyle,0,Generate code changes collaboratively by requesting engineer approval before each action,5,inferred,1269,,0.4905,3.0,3.5,Green
compyle,1,Implement multi-step feature development tasks while keeping engineers informed of decisions,5,inferred,14670,,0.467,3.0,3.0,Yellow
compyle,2,Pause code generation at decision points to surface ambiguities for human review,5,inferred,3478,,0.4991,2.5,3.5,Red
compyle,3,Explain planned code changes before executing to maintain engineer understanding and ownership,4,inferred,1269,,0.5868,2.5,3.5,Red
compyle,4,Integrate with existing codebases without introducing opaque or unmaintainable patterns,3,inferred,14707,,0.4006,3.0,3.0,Yellow
conductor,0,Run multiple coding agents in parallel across isolated workspace environments simultaneously,5,inferred,19648,,0.3356,4.0,4.0,Green
conductor,1,Display real-time status of concurrent agent coding tasks in a unified dashboard,4,inferred,2817,,0.4191,4.5,4.5,Green
conductor,2,Review and merge code changes produced by parallel agents into the main codebase,5,inferred,1269,,0.4283,2.5,3.0,Low-Priority
conductor,3,Isolate agent workspaces to prevent conflicts between simultaneous coding tasks,4,inferred,3470,,0.3391,4.5,4.0,Green
conductor,4,Coordinate task assignment across multiple coding agents running on a local machine,3,inferred,1279,,0.4066,4.0,4.0,Green
conductor-quantum,0,Automate tuning of silicon qubit chips to reach operational conditions without manual intervention,5,inferred,1283,,0.3278,4.5,2.5,Yellow
conductor-quantum,1,Characterize qubit performance parameters and calibrate control signals automatically,5,inferred,15430,,0.5048,4.0,2.5,Yellow
conductor-quantum,2,Scale qubit initialization and control processes across large arrays of silicon qubits,4,inferred,14654,,0.2438,4.5,2.0,Yellow
conductor-quantum,3,Monitor qubit coherence and gate fidelity metrics in real time during operation,4,inferred,15430,,0.3895,4.5,3.5,Green
conductor-quantum,4,Remove human-in-the-loop from quantum chip bring-up workflows to accelerate development,3,inferred,2495,,0.3299,4.0,2.0,Yellow
conduit-ai,0,Conduct outbound sales conversations with prospects via automated AI calling agents,5,inferred,4622,,0.504,3.5,3.5,Green
conduit-ai,1,Handle inbound customer support inquiries through AI-driven voice and text channels,5,inferred,14713,,0.4751,3.5,3.5,Green
conduit-ai,2,Qualify leads and convert inbound interest into scheduled appointments or sales,4,inferred,4628,,0.5723,3.5,3.0,Yellow
conduit-ai,3,Automate high-volume customer contact workflows for real estate and financial services,4,inferred,11241,,0.5096,4.5,4.0,Green
conduit-ai,4,Build and configure custom AI agent conversation flows through a modular platform,3,inferred,16200,,0.3643,3.0,3.5,Green
confident-ai,0,Benchmark LLM application quality using standardized evaluation metrics across model versions,5,inferred,14655,,0.4076,4.0,4.5,Green
confident-ai,1,Apply guardrails to LLM outputs to detect and block unsafe or off-policy responses,5,inferred,23333,,0.3196,4.0,4.0,Green
confident-ai,2,Run automated regression tests on LLM pipelines to catch quality regressions before deployment,5,inferred,16974,,0.3888,4.5,4.5,Green
confident-ai,3,Monitor LLM application performance in production using real-time observability dashboards,4,inferred,14654,,0.4893,4.0,4.5,Green
confident-ai,4,Score LLM outputs on custom and built-in quality dimensions such as faithfulness and relevance,4,inferred,15424,,0.3883,4.0,4.5,Green
confident-ai,5,Manage evaluation datasets and track model improvement over iterative development cycles,3,inferred,1292,,0.4412,4.0,4.0,Green
conntour,0,Search historical security camera footage using natural language descriptions of people or events,5,inferred,17239,,0.411,4.5,3.5,Green
conntour,1,Trigger real-time alerts when camera feeds detect user-specified events or behaviors,5,inferred,3894,,0.404,4.5,3.5,Green
conntour,2,Extract quantitative traffic and occupancy metrics from security camera footage automatically,4,inferred,9351,,0.371,5.0,4.0,Green
conntour,3,Monitor thousands of simultaneous camera feeds for anomalies without human review,4,inferred,14675,,0.4639,4.5,4.0,Green
conntour,4,Customize detection parameters via natural language to match any organizational security policy,3,inferred,14723,,0.4584,4.0,3.5,Green
consul,0,Process payout disbursements to recipients using stablecoin payment rails,5,inferred,3414,,0.3732,4.5,4.0,Green
consul,1,Manage payout workflows for marketplaces distributing funds to multiple sellers,5,inferred,15884,,0.4882,4.0,3.5,Green
consul,2,Convert fiat currency balances into stablecoins for cross-border disbursement,4,inferred,14650,,0.4012,4.5,4.0,Green
consul,3,Provide API access for startups and agencies to trigger programmatic payouts,4,inferred,8861,,0.4467,4.5,4.5,Green
consul,4,Track payout status and reconcile transaction records across recipient accounts,3,inferred,2503,,0.6517,4.5,4.5,Green
consus,0,Verify active revision status of government specifications and standards documents,5,inferred,11403,,0.5371,4.5,4.5,Green
consus,1,Notify users when tracked government documents are revised or superseded,5,inferred,3967,,0.4355,4.5,4.5,Green
consus,2,Extract relevant clauses and requirements from government specifications on demand,4,inferred,20736,,0.4357,4.0,4.0,Green
consus,3,Maintain a centralized repository of government standards with version history,4,inferred,3967,,0.5351,4.5,4.5,Green
consus,4,Search and retrieve specific requirements across large government document libraries,3,inferred,2805,,0.453,4.5,4.5,Green
contextfort,0,Detect when an AI agent takes autonomous control of a browser session,5,inferred,22420,,0.3455,4.0,3.5,Green
contextfort,1,Record all browser actions taken by AI agents including clicks and text entry,5,inferred,2706,,0.3743,4.5,4.5,Green
contextfort,2,Block high-risk browser actions initiated by AI agents in real time,5,inferred,14762,,0.33,4.0,3.5,Green
contextfort,3,Prevent cross-site data leakage during AI agent browser automation sessions,4,inferred,14762,,0.3064,4.0,3.5,Green
contextfort,4,Provide security teams audit logs of AI agent browser activity for review,3,inferred,14723,,0.5219,4.5,4.5,Green
contrario,0,Screen and evaluate candidates against job requirements using AI-assisted analysis,5,inferred,18868,,0.5381,3.5,3.5,Green
contrario,1,Match qualified candidates to open roles based on skills and experience profiles,5,inferred,18865,,0.5111,3.5,3.5,Green
contrario,2,Coordinate interview scheduling and recruiter communication across hiring pipelines,4,inferred,19056,,0.4827,4.5,4.0,Green
contrario,3,Source passive candidates from professional networks for specialized technical roles,4,inferred,16167,,0.4394,4.0,3.5,Green
contrario,4,Generate candidate shortlists and ranking summaries for hiring managers,3,inferred,18865,,0.4513,4.0,4.0,Green
conveo,0,Design qualitative research study guides and interview scripts using AI assistance,4,inferred,22519,,0.4576,3.0,4.0,Green
conveo,1,Conduct AI-led interviews with research participants to collect qualitative data at scale,5,inferred,12968,,0.464,4.0,3.5,Green
conveo,2,Transcribe and analyze interview recordings to extract themes and actionable insights,5,inferred,22648,,0.506,4.5,4.5,Green
conveo,3,Synthesize findings from multiple participant interviews into stakeholder-ready reports,4,inferred,17242,,0.5812,3.5,4.0,Green
conveo,4,Recruit and schedule research participants for AI-moderated interview sessions,3,inferred,12968,,0.6966,4.5,4.0,Green
convexia,0,Mine public and private databases to identify overlooked preclinical drug candidates,5,inferred,16793,,0.5069,4.5,3.5,Green
convexia,1,Run computational biology models to assess drug safety and efficacy in silico,5,inferred,16814,,0.4627,4.5,3.5,Green
convexia,2,"Analyze FDA incentives, pricing dynamics, and competitive landscape for candidate drugs",4,inferred,3233,,0.4692,4.0,4.0,Green
convexia,3,Simulate clinical trial designs using digital twins to evaluate risk and feasibility,4,inferred,16265,,0.313,4.0,3.0,Yellow
convexia,4,Score drug candidates on probability of clinical trial success across key risk factors,3,inferred,16246,,0.4981,4.0,3.5,Green
copper-health,0,Monitor patient recovery progress remotely using connected device data,5,inferred,16284,,0.4165,4.0,4.0,Green
copper-health,1,Engage patients between physical therapy sessions through mobile interactions,5,inferred,18088,,0.3902,3.5,3.5,Green
copper-health,2,Alert clinicians when patient progress deviates from expected recovery trajectories,4,inferred,775,,0.4857,4.5,4.0,Green
copper-health,3,Document remote therapeutic monitoring activities to support insurance billing,4,inferred,16284,,0.5294,4.5,4.0,Green
copper-health,4,Collect and analyze patient-reported outcomes for physical therapy episodes,3,inferred,16252,,0.4755,4.0,4.0,Green
copycat,0,Deliver biopsy and lab results to dermatology patients via outbound voice calls,5,inferred,786,,0.5245,3.0,3.0,Yellow
copycat,1,Explain pathology findings in plain language accessible to non-clinical patients,5,inferred,786,,0.5668,3.5,4.0,Green
copycat,2,Answer frequently asked patient questions about diagnoses and next steps,4,inferred,775,,0.5712,4.0,4.5,Green
copycat,3,Schedule follow-up treatment appointments based on biopsy results and availability,4,inferred,775,,0.6449,4.0,4.0,Green
copycat,4,Document patient callback interactions and outcomes in clinic records,3,inferred,9416,,0.5705,4.5,4.5,Green
corgi-insurance,0,Underwrite and issue insurance policies directly for startup companies,5,inferred,23319,,0.5907,3.0,2.5,Yellow
corgi-insurance,1,Assess startup risk profiles to price coverage more accurately than traditional brokers,5,inferred,20188,,0.4493,3.5,3.5,Green
corgi-insurance,2,Design insurance products tailored to startup operational and liability exposure patterns,4,inferred,23319,,0.488,2.5,2.5,Low-Priority
corgi-insurance,3,Process policy applications and bind coverage with reduced intermediary friction,4,inferred,15425,,0.3463,4.0,3.5,Green
corgi-insurance,4,Manage claims for issued policies directly without third-party administrator handoffs,3,inferred,21097,,0.4426,3.0,2.5,Yellow
corsair,0,"Standardize API integration code for authentication, error handling, and rate limiting across services",5,inferred,14740,,0.3817,4.5,4.5,Green
corsair,1,"Provide a unified framework syntax to connect with Slack, GitHub, Gmail, and hundreds of other APIs",5,inferred,14707,,0.4009,4.0,4.0,Green
corsair,2,Manage webhook and polling infrastructure to keep third-party data synchronized in application databases,4,inferred,1287,,0.472,4.5,3.5,Green
corsair,3,Map external API response schemas to application-specific TypeScript types automatically,4,inferred,16135,,0.221,4.5,4.5,Green
corsair,4,Store third-party integration data in consistent database schemas across all connected services,3,inferred,15711,,0.4384,4.5,4.0,Green
cortex-ai,0,Collect large-scale egocentric video data from real workplaces with pose and depth labels,5,inferred,3897,,0.4256,3.0,1.5,Yellow
cortex-ai,1,Gather robot manipulation trajectories from real industrial environments for training datasets,5,inferred,20491,,0.3422,3.5,1.5,Yellow
cortex-ai,2,Deploy human-in-the-loop robot rollouts to capture failure recovery data for model improvement,4,inferred,22083,,0.358,3.0,2.0,Yellow
cortex-ai,3,Annotate workplace video data with subtask labels to support embodied AI training,4,inferred,2817,,0.3613,4.5,3.5,Green
cortex-ai,4,Match workplaces seeking data collection sessions with AI labs needing real-world robot data,3,inferred,23320,,0.4913,4.0,3.5,Green
cosmic-new,0,Generate full-stack web application code and UI from natural language prompts,5,inferred,14707,,0.493,4.0,4.0,Green
cosmic-new,1,"Deploy web applications with integrated authentication, database, and payment processing",5,inferred,15731,,0.4482,4.0,3.5,Green
cosmic-new,2,Configure and manage monetization features including payment processing for web applications,4,inferred,15884,,0.5348,4.0,3.5,Green
cosmic-new,3,Scaffold database schemas and backend APIs for web applications automatically,4,inferred,20281,,0.465,4.5,4.0,Green
cosmic-new,4,"Provide a unified platform for building, deploying, and maintaining full-stack applications",3,inferred,136,,0.4305,4.0,3.5,Green
cotool,0,Automatically assemble investigation context from across security tool stack,5,inferred,14723,,0.4188,4.5,4.0,Green
cotool,1,Triage and investigate security alerts to reduce analyst alert fatigue,5,inferred,14723,,0.5567,4.5,3.5,Green
cotool,2,Convert successful security investigations into reusable automated playbooks,4,inferred,5314,,0.4859,4.5,3.5,Green
cotool,3,Generate comprehensive incident reports and documentation in seconds,4,inferred,11377,,0.4704,4.5,4.5,Green
cotool,4,Build and deploy no-code automation agents for repetitive detection tasks,4,inferred,14643,,0.3837,4.5,4.0,Green
cotool,5,Correlate threat signals across multiple security tools into unified context,3,inferred,14723,,0.468,4.5,4.0,Green
coval,0,Simulate thousands of conversation scenarios to test voice and chat agent behavior,5,inferred,22655,,0.3846,4.0,4.0,Green
coval,1,Detect performance regressions in AI agents through automated CI/CD evaluations,5,inferred,14654,,0.3608,4.5,4.5,Green
coval,2,"Evaluate agent responses for accuracy, compliance, and task completion rates",4,inferred,16279,,0.4497,4.0,4.0,Green
coval,3,Generate diverse test scenarios engineers would not manually anticipate or script,4,inferred,14638,,0.681,4.0,3.5,Green
coval,4,Benchmark agent performance across voice and chat modalities over time,3,inferred,14719,,0.3941,4.5,4.5,Green
cpgscout,0,Ingest and normalize sales data from retailer portals and syndicated data sources,5,inferred,15883,,0.5083,4.5,4.0,Green
cpgscout,1,Identify retail accounts with the highest incremental revenue growth potential,5,inferred,15704,,0.4718,3.5,3.5,Green
cpgscout,2,Recommend which SKUs to prioritize for distribution expansion across accounts,5,inferred,15704,,0.3459,3.0,3.5,Green
cpgscout,3,Attribute incremental sales lift to specific promotional activities and campaigns,4,inferred,3233,,0.62,3.5,3.0,Yellow
cpgscout,4,Generate territory-level sales opportunity reports for field sales teams,4,inferred,16150,,0.5113,4.0,4.5,Green
cpgscout,5,Track retail execution metrics to surface underperforming distribution gaps,3,inferred,15902,,0.5233,4.0,4.0,Green
cranston-ai,0,Reconcile financial transactions by matching records across bank feeds and accounting systems,5,matched,2503,Reconcile records of bank transactions.,0.8497,3.75,4.0,Green
cranston-ai,1,"Automate tax compliance workflows including classification, calculation, and filing preparation",5,inferred,7358,,0.5579,4.5,3.5,Green
cranston-ai,2,Generate financial analysis and reporting for startups and SMBs from integrated data sources,4,inferred,23214,,0.601,4.0,4.0,Green
cranston-ai,3,Ingest and categorize transactions from connected business applications automatically,4,inferred,23195,,0.508,5.0,4.5,Green
cranston-ai,4,Flag anomalies and exceptions in financial records for accountant review and resolution,3,inferred,2503,,0.6228,4.5,4.0,Green
creativemode,0,Generate functional Minecraft mod code from natural language player descriptions,5,inferred,1269,,0.3666,4.0,4.0,Green
creativemode,1,Translate non-technical game customization requests into working mod configurations,5,inferred,16201,,0.4507,4.0,3.5,Green
creativemode,2,Enable players to create and publish custom game modifications without programming knowledge,4,inferred,16201,,0.5018,4.0,3.5,Green
creativemode,3,Iterate on mod behavior by interpreting player feedback and applying code changes,4,inferred,1269,,0.3368,3.5,3.0,Yellow
crimson,0,Analyze case files and litigation documents to extract relevant facts and arguments,5,inferred,768,,0.6185,3.5,3.5,Green
crimson,1,"Draft legal documents including briefs, motions, and correspondence for litigation matters",5,matched,21078,"Prepare, proofread, or process legal documents, such as summonses, subpoenas, complaints, appeals, motions, or pretrial agreements.",0.7194,2.3,3.5,Red
crimson,2,Answer case-specific questions by reasoning over uploaded litigation materials,4,inferred,19051,,0.5129,3.0,3.5,Green
crimson,3,Automate manual document review workflows across the full litigation case lifecycle,4,inferred,19053,,0.4853,4.5,3.5,Green
crimson,4,Organize and surface relevant precedents and evidence from large case file collections,3,inferred,768,,0.6312,4.0,4.0,Green
crmcopilot,0,Detect when CRM records require updates and draft changes for single-click approval,5,inferred,15424,,0.3793,4.5,4.0,Green
crmcopilot,1,Identify overdue follow-ups and upcoming tasks across all active sales accounts,5,inferred,18919,,0.4429,4.5,4.5,Green
crmcopilot,2,"Search across emails, CRM records, calendar events, and call recordings simultaneously",4,inferred,2706,,0.5031,4.0,4.0,Green
crmcopilot,3,Surface next-best-action recommendations for each customer account proactively,4,inferred,14719,,0.4224,3.5,3.5,Green
crmcopilot,4,Detect and flag duplicate or stale CRM records that require data quality remediation,3,inferred,5161,,0.4743,4.5,4.5,Green
crmcopilot,5,Compile full customer interaction histories for pre-meeting briefing preparation,3,inferred,23274,,0.5464,4.5,4.5,Green
crouton,0,"Maintain a live organizational map of people, teams, roles, and ownership",5,inferred,16212,,0.4008,4.0,3.5,Green
crouton,1,"Sync organizational data from Notion, Slack, spreadsheets, and other sources automatically",5,inferred,23320,,0.4479,4.5,4.0,Green
crouton,2,Visualize reporting structures and cross-functional ownership across the organization,4,inferred,16150,,0.5629,4.0,4.0,Green
crouton,3,Update organizational charts automatically when personnel or structural changes occur,4,inferred,972,,0.4539,4.5,4.0,Green
crouton,4,Surface answers to questions about team structure and role ownership on demand,3,inferred,16212,,0.3874,4.0,4.0,Green
crowdvolt,0,"List and match event inventory between venues, promoters, and production vendors",5,inferred,15897,,0.4515,4.0,3.5,Green
crowdvolt,1,Automate marketplace transactions between buyers and sellers of live event services,5,inferred,23197,,0.5554,4.0,3.0,Yellow
crowdvolt,2,Integrate siloed live event infrastructure systems through a unified platform layer,4,inferred,2800,,0.3624,4.5,3.0,Yellow
crowdvolt,3,Manage ticketing and capacity allocation for rave and electronic music events,4,inferred,741,,0.3816,4.0,3.5,Green
crunched,0,Audit Excel workbooks end-to-end to detect formula errors and logical inconsistencies,5,inferred,11403,,0.5135,4.5,3.5,Green
crunched,1,Build financial models from scratch inside Excel based on analyst specifications,5,inferred,3405,,0.4924,3.0,3.0,Yellow
crunched,2,Extract financial data from information memoranda and link it into standardized Excel templates,5,inferred,23326,,0.4812,4.5,3.5,Green
crunched,3,Identify and flag broken cell references and formula errors across complex multi-sheet workbooks,4,inferred,2496,,0.3992,4.5,4.0,Green
crunched,4,Automate repetitive Excel modeling tasks for investment banking and private equity analysts,4,inferred,23326,,0.4563,4.5,4.0,Green
crustdata,0,Deliver real-time company and people data via structured API endpoints,5,inferred,20900,,0.4251,4.5,4.5,Green
crustdata,1,Aggregate and normalize B2B data from multiple live external sources,5,inferred,20319,,0.3952,4.5,4.0,Green
crustdata,2,Enrich prospect records with current firmographic and contact information,4,inferred,4622,,0.6552,4.5,4.5,Green
crustdata,3,Detect job changes and company events to trigger sales and marketing alerts,4,inferred,16136,,0.4674,4.5,4.0,Green
crustdata,4,Source investment targets by screening companies against deal criteria,3,inferred,21321,,0.4733,3.5,3.0,Yellow
crustdata,5,Build automated sales pipelines by identifying and scoring prospect accounts,4,inferred,4623,,0.5661,4.0,3.5,Green
ctgt,0,Enforce enterprise policy compliance on generative AI model outputs at runtime,5,inferred,14658,,0.3223,4.0,3.5,Green
ctgt,1,Generate defensible audit trails documenting AI output compliance and remediation actions,5,inferred,14658,,0.4781,4.5,3.5,Green
ctgt,2,Detect and remediate AI model hallucinations in high-stakes enterprise environments,4,inferred,16208,,0.3119,4.0,3.0,Yellow
ctgt,3,Align AI model behavior with company policies over time through continuous feedback,4,inferred,16140,,0.3621,3.5,3.0,Yellow
ctgt,4,Monitor AI outputs for data and model drift that could cause compliance failures,3,inferred,14675,,0.4811,4.5,3.5,Green
cua,0,Provision isolated desktop sandbox environments for AI agents to control full operating systems,5,inferred,1318,,0.3462,4.0,3.5,Green
cua,1,Provide SDKs enabling developers to build and deploy computer-use AI agents,5,inferred,3466,,0.3592,3.5,4.0,Green
cua,2,Benchmark and evaluate AI agent performance on desktop computer-use task scenarios,4,inferred,1285,,0.3314,4.0,3.5,Green
cua,3,"Support AI agent training on macOS, Linux, and Windows desktop environments",4,inferred,19559,,0.3242,3.5,3.0,Yellow
cubic,0,Automatically review pull requests and identify bugs and code quality issues,5,inferred,14643,,0.5911,4.0,4.0,Green
cubic,1,Suggest code fixes for identified issues based on learned codebase patterns,5,inferred,3478,,0.5499,4.0,4.0,Green
cubic,2,Organize pull request file changes in logical review order rather than alphabetical,4,inferred,19054,,0.3997,4.5,4.5,Green
cubic,3,Generate architecture diagrams illustrating structural changes introduced by a pull request,4,inferred,21919,,0.5816,4.5,4.0,Green
cubic,4,Learn repository-specific coding patterns to improve review accuracy over time,4,inferred,14744,,0.4633,3.5,3.5,Green
cuckoo-labs,0,Interpret spoken conversation in real time and translate into target languages instantly,5,inferred,22655,,0.426,4.0,4.0,Green
cuckoo-labs,1,Learn domain-specific terminology from user documents to improve translation accuracy,5,inferred,9417,,0.4959,4.0,4.0,Green
cuckoo-labs,2,Translate technical sales and support discussions across more than twenty languages,4,inferred,1157,,0.443,4.0,4.0,Green
cuckoo-labs,3,Integrate with video conferencing platforms to deliver live in-meeting interpretation,4,inferred,3894,,0.4504,4.0,3.5,Green
cuckoo-labs,4,Customize translation output with organization-specific vocabulary and brand language,3,inferred,22655,,0.4237,3.5,4.0,Green
curo,0,Match electric vehicle fleets with available charger hosts in their area,5,inferred,15889,,0.3891,4.0,3.5,Green
curo,1,Manage charger leasing agreements between fleet operators and host sites,5,inferred,2583,,0.4426,4.0,3.5,Green
curo,2,Schedule fleet charging sessions around host site availability windows,4,inferred,2800,,0.3743,4.5,4.0,Green
curo,3,Track charger utilization and generate revenue reports for host owners,3,inferred,2583,,0.5579,4.5,4.5,Green
curo,4,Onboard new charger hosts through a standardized verification process,3,inferred,20620,,0.3639,4.0,3.5,Green
cyberdesk,0,Memorize and replay desktop application workflows to automate repetitive clicking tasks,5,inferred,11406,,0.3849,5.0,3.5,Green
cyberdesk,1,Navigate legacy desktop and ERP applications autonomously using computer vision,5,inferred,2717,,0.437,4.5,3.0,Yellow
cyberdesk,2,Adapt automated workflows in real time when unexpected screen states occur,4,inferred,14675,,0.4284,4.0,2.5,Yellow
cyberdesk,3,Enter and process patient intake data into electronic health record systems,4,inferred,9420,,0.6118,4.5,3.5,Green
cyberdesk,4,Execute multi-step form submissions and data transfers across desktop applications,3,inferred,16274,,0.4823,5.0,3.5,Green
dalus,0,Model complex system architectures and trace requirements across aerospace and defense engineering programs,5,inferred,20726,,0.5098,3.0,2.5,Yellow
dalus,1,Ingest and parse hundreds of pages of engineering documentation to populate system models automatically,5,inferred,16209,,0.5439,4.5,4.0,Green
dalus,2,Validate system designs against requirements and flag inconsistencies or missing constraints in real time,5,inferred,14700,,0.4389,4.0,3.5,Green
dalus,3,Synchronize engineering information across teams to eliminate siloed documentation and communication gaps,4,inferred,16212,,0.5377,4.5,3.5,Green
dalus,4,Retrieve specific system model information in response to natural language engineering queries,4,inferred,16280,,0.3895,4.0,4.0,Green
dalus,5,Generate updated system model artifacts when design changes cascade through requirement hierarchies,3,inferred,14670,,0.4382,4.0,3.0,Yellow
dari,0,Automate web browser workflows from natural language instructions without manual scripting,5,inferred,1276,,0.5031,4.5,4.0,Green
dari,1,Execute deterministic playback of recorded browser interaction sequences reliably at scale,5,inferred,14749,,0.3295,4.5,4.5,Green
dari,2,Fall back to LLM-based reasoning when deterministic playback cannot handle page changes,4,inferred,23290,,0.2743,4.0,3.5,Green
dari,3,Expose browser automation capabilities via API endpoints for developer integration,3,inferred,14707,,0.339,4.0,4.5,Green
darkgrade,0,Interface image sensor data directly with large language models for scene understanding,5,inferred,20560,,0.3523,4.0,3.5,Green
darkgrade,1,Interpret real-world visual environments using AI models connected to camera hardware,5,inferred,3897,,0.4276,4.0,3.5,Green
darkgrade,2,Translate raw sensor inputs into structured semantic descriptions for downstream applications,4,inferred,1313,,0.3775,4.5,4.0,Green
darkgrade,3,Enable natural language queries about camera-captured visual environments and objects,4,inferred,20560,,0.4522,4.0,4.0,Green
dartboard-energy,0,Analyze electricity market price signals and grid conditions to inform battery dispatch decisions,5,inferred,18156,,0.4764,4.0,3.5,Green
dartboard-energy,1,Forecast wholesale power prices to optimize grid-scale battery charging and discharging schedules,5,inferred,20854,,0.3865,4.5,3.5,Green
dartboard-energy,2,Generate revenue optimization recommendations for battery energy storage project operators,4,inferred,20854,,0.538,4.0,3.5,Green
dartboard-energy,3,Monitor market data feeds and alert operators to material changes in price or grid conditions,3,inferred,23193,,0.5429,4.5,4.5,Green
datacurve,0,Generate expert-quality coding problem and solution pairs for LLM training datasets,5,inferred,3478,,0.3364,3.5,4.5,Green
datacurve,1,Produce evaluation benchmarks to assess LLM coding capability at scale,5,inferred,14700,,0.4354,3.5,4.0,Green
datacurve,2,Validate correctness and quality of generated code samples before delivery,4,inferred,14700,,0.586,4.0,3.5,Green
datacurve,3,Scale synthetic data generation to meet volume requirements for fine-tuning runs,4,inferred,8957,,0.413,4.5,4.5,Green
datafruit,0,Analyze cloud infrastructure configurations to identify cost reduction opportunities,5,inferred,11261,,0.5179,4.0,4.0,Green
datafruit,1,Reason across deployment standards and design docs to prevent deployment failures,5,inferred,14647,,0.442,3.5,3.5,Green
datafruit,2,Monitor cloud resource utilization to detect and eliminate waste automatically,4,inferred,15980,,0.546,4.5,4.0,Green
datafruit,3,Apply organizational DevOps practices to optimize infrastructure configurations,4,inferred,1318,,0.4048,3.5,3.0,Yellow
datafruit,4,Generate recommendations to reduce cloud spend based on usage pattern analysis,3,inferred,14749,,0.4151,4.5,4.0,Green
dataleap,0,Build AI workflow automations using natural language without engineering support,5,inferred,1276,,0.4924,4.0,4.0,Green
dataleap,1,Execute business process automations via AI agents on behalf of non-technical users,5,inferred,16140,,0.4267,4.0,3.5,Green
dataleap,2,"Enable sales, operations, and HR teams to automate repetitive knowledge work tasks",4,inferred,16212,,0.5049,4.0,3.5,Green
dataleap,3,Deploy AI coworkers that perform defined business workflows autonomously,4,inferred,16140,,0.4418,4.0,3.5,Green
david-ai,0,Collect and curate audio datasets for training AI audio and speech models,5,inferred,22416,,0.3267,3.5,3.0,Yellow
david-ai,1,Label and annotate audio data to support supervised machine learning pipelines,4,inferred,22416,,0.3765,4.0,3.5,Green
david-ai,2,Provide structured audio training data to external AI development teams,4,inferred,1290,,0.3578,4.0,3.5,Green
dayflow,0,Automatically capture and log work activity across applications and sessions,5,inferred,11406,,0.6593,4.0,4.5,Green
dayflow,1,"Categorize and tag recorded work activities by project, task, or client",4,inferred,11406,,0.5587,4.0,4.5,Green
dayflow,2,Generate detailed work logs and summaries from passively collected activity data,5,inferred,11406,,0.6756,4.5,4.5,Green
dayflow,3,"Produce time-tracking reports for billing, performance review, or planning purposes",4,inferred,15902,,0.6173,4.5,4.5,Green
dayflow,4,Identify productivity patterns and time allocation across work categories,3,inferred,2517,,0.5549,4.0,4.0,Green
decipher-ai,0,Generate end-to-end test scripts from observed application behavior automatically,5,inferred,14640,,0.4405,4.5,3.5,Green
decipher-ai,1,Update existing test suites to reflect new application code changes,5,inferred,14639,,0.5648,4.5,3.5,Green
decipher-ai,2,Detect and alert developers to bugs encountered by users in production,5,inferred,14643,,0.6904,4.5,4.0,Green
decipher-ai,3,Execute automated test suites against deployed applications before release,4,inferred,14639,,0.425,4.5,4.5,Green
decipher-ai,4,Identify regression failures introduced by new code changes in pull requests,4,inferred,14643,,0.5269,4.5,4.0,Green
decisional-ai,0,Execute complex multi-step business workflows directly within existing spreadsheet environments,5,inferred,1276,,0.4086,4.0,3.5,Green
decisional-ai,1,"Generate sales quotes by reasoning over product, pricing, and customer data in spreadsheets",5,inferred,11238,,0.529,4.0,4.0,Green
decisional-ai,2,Extract and structure data from unstructured inputs into spreadsheet-based records,4,inferred,23320,,0.4397,4.5,4.5,Green
decisional-ai,3,Automate invoice creation and collections follow-up workflows at scale,4,inferred,15710,,0.5892,4.5,4.5,Green
decisional-ai,4,Handle long-running multi-step reasoning tasks within spreadsheet-native operational workflows,3,inferred,1276,,0.4058,4.0,3.0,Yellow
