slug,task_idx,task_text,importance,batch_idx,extraction_timestamp,knn_desire,knn_capability,knn_zone,knn_max_cosine,knn_mean_top5_cosine,knn_top1_workbank_task_id,knn_top1_workbank_task
chrt,5,Process and record shipment events through driver-facing mobile application,3,7,2026-04-24T17:53:33.900171+00:00,3.4678824119691676,4.168778353651269,Green,0.4692264,0.4280471,2706,"Record details of calls, dispatches, and messages."
mindfort,0,Autonomously discover and exploit vulnerabilities in web application targets,5,7,2026-04-24T17:53:33.900171+00:00,3.0412553148874473,3.7563848705838665,Green,0.43398684,0.3971858,22420,Locate unusual or unique information in response to specific requests.
mindfort,1,Generate automated patches for identified security vulnerabilities in code,5,7,2026-04-24T17:53:33.900171+00:00,3.5472899897971253,4.3167557868821,Green,0.5482089,0.4712581,14686,"Research, test, or verify proper functioning of software patches and fixes."
mindfort,2,Conduct penetration testing of web applications at machine speed and scale,5,7,2026-04-24T17:53:33.900171+00:00,3.1683521167190927,3.9616909594210785,Green,0.47712517,0.41623813,14749,"Track, compile, and analyze Web site usage data."
mindfort,3,Produce detailed vulnerability reports with exploitation evidence and remediation steps,4,7,2026-04-24T17:53:33.900171+00:00,3.0580450503016023,3.682677402807356,Green,0.4799772,0.46013117,14644,Create or maintain databases of known test defects.
mindfort,4,Continuously scan codebases generated by AI tools for security weaknesses,4,7,2026-04-24T17:53:33.900171+00:00,3.442272427615671,3.6594363901819147,Green,0.45772433,0.41824347,14723,Monitor security system performance logs to identify problems and notify security specialists when problems occur.
mindfort,5,Coordinate multi-agent attack simulations to find complex vulnerability chains,3,7,2026-04-24T17:53:33.900171+00:00,3.416173366044003,2.7090195731813047,Yellow,0.3289667,0.29833454,1319,"Plan, coordinate, and implement network security measures to protect data, software, and hardware."
probo,0,Assess organizational workflows to define right-sized compliance requirements,5,7,2026-04-24T17:53:33.900171+00:00,3.243529476588018,2.667517826938835,Yellow,0.5777809,0.51096046,14658,"Identify program deviance from standards, and suggest modifications to ensure compliance."
probo,1,"Generate and maintain compliance documentation, risk registers, and control evidence",5,7,2026-04-24T17:53:33.900171+00:00,3.1119413820698836,3.872583195230734,Green,0.6975609,0.6422449,14647,"Review software documentation to ensure technical accuracy, compliance, or completeness, or to mitigate risks."
probo,2,Conduct internal compliance audits and prepare audit-ready report packages,5,7,2026-04-24T17:53:33.900171+00:00,2.8393466470402866,3.3296844590205112,Low-Priority,0.5542568,0.5411283,7319,"Prepare reports, exhibits, and other supporting schedules that detail an institution's safety and soundness, compliance with laws and regulations, and recommended solutions to questionable financial conditions."
probo,3,Monitor compliance posture continuously and flag gaps requiring remediation,4,7,2026-04-24T17:53:33.900171+00:00,3.348835038471218,3.2269504506873066,Yellow,0.51942635,0.47518596,16279,Monitor work productivity or quality to ensure compliance with standard operating procedures.
probo,4,Update compliance documentation automatically as regulations and practices change,4,7,2026-04-24T17:53:33.900171+00:00,2.9916378193990054,3.247435432064987,Low-Priority,0.54450345,0.5305134,14647,"Review software documentation to ensure technical accuracy, compliance, or completeness, or to mitigate risks."
adentris,0,Review medical documentation in real time to identify coding and billing errors,5,7,2026-04-24T17:53:33.900171+00:00,3.0641799224385795,4.396421183628838,Green,0.6039244,0.5499675,9416,"Return dictated reports in printed or electronic form for physician's review, signature, and corrections and for inclusion in patients' medical records."
adentris,1,Flag clinical notes likely to trigger insurance claim denials before submission,5,7,2026-04-24T17:53:33.900171+00:00,2.913044160793934,3.6872553705192392,Red,0.5200587,0.50015414,9416,"Return dictated reports in printed or electronic form for physician's review, signature, and corrections and for inclusion in patients' medical records."
adentris,2,Suggest corrections to physician documentation to meet payer requirements,5,7,2026-04-24T17:53:33.900171+00:00,3.307677247333531,4.703387466744973,Green,0.5865847,0.5262877,9416,"Return dictated reports in printed or electronic form for physician's review, signature, and corrections and for inclusion in patients' medical records."
adentris,3,Detect documentation patterns that create legal or malpractice liability risk,4,7,2026-04-24T17:53:33.900171+00:00,2.7927441062790037,3.51411393537251,Red,0.5961915,0.557643,21447,"Evaluate applications, records, or documents to gather information about eligibility or liability issues."
adentris,4,Integrate with EHR workflows to provide inline compliance feedback to clinicians,3,7,2026-04-24T17:53:33.900171+00:00,3.155484734996112,3.342759163123079,Yellow,0.5096488,0.48432738,18088,"Design, develop, select, test, implement, and evaluate new or modified informatics solutions, data structures, and decision-support mechanisms to support patients, health care professionals, and their information management and human-computer and human-technology interactions within health care contexts."
rimba,0,"Integrate emissions data from ERPs, SCADA, and document systems into unified platform",5,7,2026-04-24T17:53:33.900171+00:00,3.4052949591164374,3.7431322560974456,Green,0.43650332,0.41900396,23326,"Transcribe data to worksheets, and enter data into computer for use in preparing documents and adjusting accounts."
rimba,1,Monitor environmental metrics continuously against applicable regulatory thresholds,5,7,2026-04-24T17:53:33.900171+00:00,3.3907178225777543,3.2722589423655837,Yellow,0.5643411,0.48887053,15980,"Monitor or track sustainability indicators, such as energy usage, natural resource usage, waste generation, and recycling."
rimba,2,Generate environmental compliance reports for regulatory submission automatically,5,7,2026-04-24T17:53:33.900171+00:00,3.1266984199974677,3.305177766857991,Yellow,0.5898408,0.544094,18037,"Review all regulatory agency submission materials to ensure timeliness, accuracy, comprehensiveness, or compliance with regulatory standards."
rimba,3,Parse regulatory PDFs and permit documents to extract compliance obligations,4,7,2026-04-24T17:53:33.900171+00:00,3.2243633110378664,3.018680649934336,Yellow,0.5943338,0.54172707,18037,"Review all regulatory agency submission materials to ensure timeliness, accuracy, comprehensiveness, or compliance with regulatory standards."
rimba,4,Predict future compliance violations using historical emissions time-series data,4,7,2026-04-24T17:53:33.900171+00:00,3.5250026225309288,2.686765678956132,Yellow,0.455096,0.40109348,16968,Review data from contract laboratories to ensure accuracy and regulatory compliance.
rimba,5,Verify accuracy of reported environmental data across multiple source systems,3,7,2026-04-24T17:53:33.900171+00:00,3.345209813083931,3.4408551909621896,Yellow,0.5288794,0.46870804,11403,"Compare data with source documents, or re-enter data in verification format to detect errors."
moby-analytics,0,Automate audit workflow execution using configurable AI agents and prompts,5,7,2026-04-24T17:53:33.900171+00:00,3.054630887995529,3.671069318253468,Green,0.33850792,0.33010834,1314,"Review workflow charts developed by programmer analyst to understand tasks computer will perform, such as updating records."
moby-analytics,1,Analyze financial records to identify anomalies and audit exceptions,5,7,2026-04-24T17:53:33.900171+00:00,2.9662969885886312,4.035243019876501,Red,0.6173396,0.54549015,2503,Reconcile records of bank transactions.
moby-analytics,2,Generate structured audit workpapers and findings documentation automatically,4,7,2026-04-24T17:53:33.900171+00:00,2.676595063411766,3.5807618625938136,Red,0.49394336,0.4650015,16150,"Generate standard or custom reports summarizing business, financial, or economic data for review by executives, managers, clients, and other stakeholders."
moby-analytics,3,Deploy no-code audit agents tailored to specific engagement requirements,4,7,2026-04-24T17:53:33.900171+00:00,3.5758269293324916,2.986626465287013,Yellow,0.38093036,0.3614873,14643,Monitor bug resolution efforts and track successes.
moby-analytics,4,Cross-reference financial data across multiple sources to verify transaction accuracy,4,7,2026-04-24T17:53:33.900171+00:00,3.118423846295302,4.0300002677809,Green,0.59946436,0.5285708,23195,Keep accurate records of transactions.
moby-analytics,5,Summarize audit results into reviewer-ready reports with supporting evidence,3,7,2026-04-24T17:53:33.900171+00:00,3.129159028325464,3.4121001401019906,Yellow,0.5624146,0.50122213,16150,"Generate standard or custom reports summarizing business, financial, or economic data for review by executives, managers, clients, and other stakeholders."
nimbic-ai,0,Automatically generate internal technical documentation from new code commits,5,7,2026-04-24T17:53:33.900171+00:00,2.9376171840181353,3.5846651843080863,Red,0.49184704,0.45827913,1269,"Compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program."
nimbic-ai,1,Update existing documentation to reflect code changes without manual editing,5,7,2026-04-24T17:53:33.900171+00:00,2.6356947343811887,3.5244615586464194,Red,0.50205016,0.4751954,20243,Develop or maintain online help documentation.
nimbic-ai,2,Detect documentation gaps and stale content after each repository commit,4,7,2026-04-24T17:53:33.900171+00:00,2.9832095555338793,3.875832761605218,Red,0.41904503,0.36394888,3977,Analyze developments in specific field to determine need for revisions in previously published materials and development of new material.
nimbic-ai,3,Synchronize documentation with codebase state across engineering team workflows,3,7,2026-04-24T17:53:33.900171+00:00,2.9549766721138497,3.0566338405873754,Low-Priority,0.4315618,0.4129015,3967,Maintain records and files of work and revisions.
delty,0,Automate administrative and operational workflows within healthcare organizations,5,7,2026-04-24T17:53:33.900171+00:00,2.543894885590726,2.8622911817821888,Low-Priority,0.48439497,0.45437345,18088,"Design, develop, select, test, implement, and evaluate new or modified informatics solutions, data structures, and decision-support mechanisms to support patients, health care professionals, and their information management and human-computer and human-technology interactions within health care contexts."
delty,1,Coordinate patient-facing processes using autonomous AI agents,4,7,2026-04-24T17:53:33.900171+00:00,2.7428761667765094,2.854522198264514,Low-Priority,0.37828922,0.35302904,20438,"Schedule tests or procedures for patients, such as lab work or x-rays, based on physician orders."
delty,2,Reduce manual work in clinical operations through intelligent process automation,4,7,2026-04-24T17:53:33.900171+00:00,3.030918917455637,3.266143939671656,Yellow,0.45552972,0.4318489,16284,"Process clinical data, including receipt, entry, verification, or filing of information."
delty,3,Monitor healthcare operational metrics and surface inefficiencies to administrators,3,7,2026-04-24T17:53:33.900171+00:00,3.0034193986483526,3.6481348624752963,Green,0.5501556,0.48815194,16279,Monitor work productivity or quality to ensure compliance with standard operating procedures.
cotool,0,Automatically assemble investigation context from across security tool stack,5,7,2026-04-24T17:53:33.900171+00:00,3.3408774556856584,3.2629392728942954,Yellow,0.4188014,0.3974908,14723,Monitor security system performance logs to identify problems and notify security specialists when problems occur.
cotool,1,Triage and investigate security alerts to reduce analyst alert fatigue,5,7,2026-04-24T17:53:33.900171+00:00,3.5792471667264394,3.4941202684386754,Yellow,0.5567051,0.4605671,14723,Monitor security system performance logs to identify problems and notify security specialists when problems occur.
cotool,2,Convert successful security investigations into reusable automated playbooks,4,7,2026-04-24T17:53:33.900171+00:00,2.914657601546484,2.886904509096792,Low-Priority,0.48591572,0.459191,5314,"Develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs."
cotool,3,Generate comprehensive incident reports and documentation in seconds,4,7,2026-04-24T17:53:33.900171+00:00,3.016181729694646,3.805430938992227,Green,0.4703987,0.46663904,11377,"Compile and prepare documentation related to production sequences, transportation, personnel schedules, or purchase, maintenance, or repair orders."
cotool,4,Build and deploy no-code automation agents for repetitive detection tasks,4,7,2026-04-24T17:53:33.900171+00:00,3.1831654884437635,3.739001448149769,Green,0.3837278,0.35032493,14643,Monitor bug resolution efforts and track successes.
cotool,5,Correlate threat signals across multiple security tools into unified context,3,7,2026-04-24T17:53:33.900171+00:00,3.2741145529040985,3.1014261884203207,Yellow,0.46803877,0.38584772,14723,Monitor security system performance logs to identify problems and notify security specialists when problems occur.
propolis,0,Simulate real user browser sessions to test web application functionality,5,7,2026-04-24T17:53:33.900171+00:00,3.2585066302866523,4.160149543538481,Green,0.4032244,0.3573481,14710,"Perform Web site tests according to planned schedules, or after any Web site or product revision."
propolis,1,Execute parallel automated test suites using swarms of autonomous browser agents,5,7,2026-04-24T17:53:33.900171+00:00,3.2879682474460363,3.819549433300836,Green,0.46389958,0.36902976,14639,Test system modifications to prepare for implementation.
propolis,2,Detect UI regressions and functional failures without manual test scripting,4,7,2026-04-24T17:53:33.900171+00:00,3.608925399296072,4.2095212370646395,Green,0.46799672,0.4387351,14643,Monitor bug resolution efforts and track successes.
propolis,3,Generate test coverage across diverse user interaction paths automatically,4,7,2026-04-24T17:53:33.900171+00:00,3.3911595586916574,3.4245243477706087,Yellow,0.4243002,0.38241696,14638,"Design test plans, scenarios, scripts, or procedures."
propolis,4,Report test failures with reproduction steps and visual evidence,3,7,2026-04-24T17:53:33.900171+00:00,3.4300972546175736,3.6125820361475,Green,0.6106133,0.48057956,16973,Investigate or report questionable test results.
den,0,Execute knowledge worker tasks using general-purpose AI agents within team workspace,5,7,2026-04-24T17:53:33.900171+00:00,3.409815383145571,2.233417615793981,Yellow,0.38101104,0.35436666,3590,Assign work to staff to obtain maximum utilization of personnel.
den,1,Coordinate multi-step workflows across team members using autonomous agents,5,7,2026-04-24T17:53:33.900171+00:00,3.385804562341479,2.8632291802998417,Yellow,0.41825074,0.38164175,16212,"Create and manage documentation, production schedules, prototyping goals, and communication plans in collaboration with production staff."
den,2,Synthesize information from documents and messages to answer team queries,4,7,2026-04-24T17:53:33.900171+00:00,2.9272694201628258,3.688320183682882,Red,0.45827997,0.44033366,14744,"Gather, analyze, or document user feedback to locate or resolve sources of problems."
den,3,Automate routine communication and information-sharing tasks within team channels,4,7,2026-04-24T17:53:33.900171+00:00,3.0736675990665066,2.766689523164201,Yellow,0.51978964,0.45446596,16212,"Create and manage documentation, production schedules, prototyping goals, and communication plans in collaboration with production staff."
den,4,Surface relevant context and prior decisions to support ongoing team work,3,7,2026-04-24T17:53:33.900171+00:00,3.327221629628226,2.7902366694072245,Yellow,0.46095285,0.41630659,16212,"Create and manage documentation, production schedules, prototyping goals, and communication plans in collaboration with production staff."
mlop,0,Track and log machine learning experiment runs with associated hyperparameters,5,7,2026-04-24T17:53:33.900171+00:00,3.4259773666091946,4.028446600142365,Green,0.31151658,0.2875126,15424,"Direct the tracking of defects, test results, or other regularly reported quality control data."
mlop,1,Visualize training metrics and model performance across experiment iterations,5,7,2026-04-24T17:53:33.900171+00:00,3.1760031240839366,3.1282212998461834,Yellow,0.39826155,0.3860588,2817,"View monitors for visual representation of work in progress and for instructions and feedback throughout process, making modifications as necessary."
mlop,2,Compare results across multiple training runs to identify best-performing configurations,4,7,2026-04-24T17:53:33.900171+00:00,3.330639554473248,3.330033468814394,Yellow,0.46191105,0.3933547,14719,Recommend and implement performance improvements.
mlop,3,Store and version model artifacts and datasets linked to experiment runs,4,7,2026-04-24T17:53:33.900171+00:00,3.264648123238424,3.717784572902364,Green,0.46450725,0.42015752,16807,Maintain accurate laboratory records and data.
mlop,4,Generate reports summarizing training outcomes across team experiments,3,7,2026-04-24T17:53:33.900171+00:00,3.16422958677313,3.9185923930231334,Green,0.4771055,0.46705192,98,"Monitor, evaluate, or record training activities or program effectiveness."
lumari,0,Monitor supply chain events and disruptions continuously across sourcing to delivery,5,7,2026-04-24T17:53:33.900171+00:00,2.9051546333513416,3.311693712426933,Low-Priority,0.64728045,0.6232119,1148,"Monitor shipments to ensure that goods come in on time, and resolve problems related to undelivered goods."
lumari,1,Coordinate supplier and logistics communications using always-on AI agents,5,7,2026-04-24T17:53:33.900171+00:00,2.960522200090216,3.291025796637162,Low-Priority,0.45302245,0.43165088,15889,"Communicate with or monitor service providers, such as ocean carriers, air freight forwarders, global consolidators, customs brokers, or trucking companies."
lumari,2,Identify supply chain bottlenecks and recommend corrective actions proactively,4,7,2026-04-24T17:53:33.900171+00:00,2.692233828975678,3.601285948924847,Red,0.5995506,0.5612107,20945,Monitor suppliers' activities to assess performance in meeting quality or delivery requirements.
lumari,3,Execute routine procurement and inventory management tasks autonomously,4,7,2026-04-24T17:53:33.900171+00:00,2.9234353645062385,3.2480800558294702,Low-Priority,0.61976075,0.59151256,20943,"Manage activities related to strategic or tactical purchasing, material requirements planning, controlling inventory, warehousing, or receiving."
lumari,4,Aggregate supply chain data into unified operational visibility dashboards,3,7,2026-04-24T17:53:33.900171+00:00,2.778943590767394,3.5267762732789762,Red,0.5148029,0.49647203,20946,Monitor forecasts and quotas to identify changes and predict effects on supply chain activities.
code-four,0,Transcribe body camera footage into accurate written incident records automatically,5,7,2026-04-24T17:53:33.900171+00:00,3.1634741830916573,3.797789273198723,Green,0.4762938,0.4441998,776,"Compile and record medical charts, reports, or correspondence, using typewriter or personal computer."
code-four,1,Generate police reports from body camera audio and video without manual input,5,7,2026-04-24T17:53:33.900171+00:00,3.193125567484588,3.3144982066457174,Yellow,0.42380694,0.39742762,2706,"Record details of calls, dispatches, and messages."
code-four,2,Integrate transcription outputs with records management and evidence systems,4,7,2026-04-24T17:53:33.900171+00:00,3.1549023238374723,4.710019803669767,Green,0.53551817,0.4892815,49,"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports."
code-four,3,Reduce documentation errors by automating data entry from officer recordings,4,7,2026-04-24T17:53:33.900171+00:00,3.1896848041019443,3.837829760601814,Green,0.5560621,0.5262531,11405,"Locate and correct data entry errors, or report them to supervisors."
code-four,4,Accelerate report submission timelines by eliminating manual transcription steps,3,7,2026-04-24T17:53:33.900171+00:00,3.0587791506195994,4.040950078854263,Green,0.52520794,0.48018765,9414,"Review and edit transcribed reports or dictated material for spelling, grammar, clarity, consistency, and proper medical terminology."
linewise,0,Extract and structure standard operating procedures from live video recordings,5,7,2026-04-24T17:53:33.900171+00:00,3.175781936646609,3.040866709769874,Yellow,0.45556942,0.43704978,3894,"Direct technical aspects of newscasts and other productions, checking and switching between video sources and taking responsibility for the on-air product, including camera shots and graphics."
linewise,1,Diagnose production equipment failures by suggesting probable root causes,5,7,2026-04-24T17:53:33.900171+00:00,3.4322252695623217,3.504580428404223,Green,0.50348675,0.46736926,1329,Analyze equipment performance records to determine the need for repair or replacement.
linewise,2,Guide operators through step-by-step troubleshooting for manufacturing issues,5,7,2026-04-24T17:53:33.900171+00:00,3.278534808424914,3.724728952813113,Green,0.55101484,0.4994425,14672,Provide technical guidance or support for the development or troubleshooting of systems.
linewise,3,Convert resolved breakdown events into reusable troubleshooting playbooks,4,7,2026-04-24T17:53:33.900171+00:00,3.2315976674246456,3.484882979464435,Yellow,0.40497118,0.3630403,14643,Monitor bug resolution efforts and track successes.
linewise,4,Recommend preventive maintenance actions based on historical breakdown patterns,4,7,2026-04-24T17:53:33.900171+00:00,3.759753875422809,3.8848248553548888,Green,0.5379131,0.47035623,11374,"Maintain files, such as maintenance records, bills of lading, or cost reports."
linewise,5,Generate operator training materials from captured frontline knowledge,3,7,2026-04-24T17:53:33.900171+00:00,3.415268825787632,3.7260124963211263,Green,0.4534156,0.40515488,101,"Evaluate training materials prepared by instructors, such as outlines, text, or handouts."
oncactus,0,Answer inbound customer calls and qualify service job leads automatically,5,7,2026-04-24T17:53:33.900171+00:00,3.1553871067331833,3.8472805815636426,Green,0.40666518,0.37844566,2806,"Provide services to customers, such as order placement or account information."
oncactus,1,Book home service appointments directly from customer phone conversations,5,7,2026-04-24T17:53:33.900171+00:00,3.3734734810466236,4.108893727714458,Green,0.65715563,0.56629944,21165,Schedule appointments with clients.
oncactus,2,Follow up with prospective customers to convert leads into confirmed jobs,4,7,2026-04-24T17:53:33.900171+00:00,3.0242548104948277,4.413972858100106,Green,0.5081214,0.4589939,20608,Prepare and submit sales contracts for orders.
oncactus,3,Operate 24-hour call answering coverage without human staffing requirements,4,7,2026-04-24T17:53:33.900171+00:00,3.6242576664299273,3.451054276973261,Yellow,0.43049872,0.39706317,9752,"Answer inquiries regarding information, such as schedules, accommodations, procedures, or policies."
oncactus,4,Retain existing customers through automated post-service follow-up communications,3,7,2026-04-24T17:53:33.900171+00:00,3.253711267562367,4.00729603641329,Green,0.60066915,0.51310253,11241,"Maintain customer records, using automated systems."
wavedash,0,Stream and render video game content to players directly within web browsers,5,7,2026-04-24T17:53:33.900171+00:00,3.034119420973018,3.6251404162452263,Green,0.31802142,0.26454636,16211,Create gameplay prototypes for presentation to creative and technical staff and management.
wavedash,1,Eliminate game download and installation requirements for end users,5,7,2026-04-24T17:53:33.900171+00:00,2.9186550194345675,2.826343274401736,Low-Priority,0.35028157,0.3296706,14673,"Identify system data, hardware, or software components required to meet user needs."
wavedash,2,Deliver low-latency game sessions accessible from any browser-enabled device,4,7,2026-04-24T17:53:33.900171+00:00,3.520771346980643,3.2781485014920375,Yellow,0.36929306,0.3007508,1320,Operate master consoles to monitor the performance of computer systems and networks and to coordinate computer network access and use.
wavedash,3,Manage cloud-based game instance provisioning in response to player demand,3,7,2026-04-24T17:53:33.900171+00:00,2.828975340382354,2.555842275759633,Low-Priority,0.30683202,0.28809538,16199,Balance and adjust gameplay experiences to ensure the critical and commercial success of the product.
starsling,0,Automatically generate pull requests with fixes for flagged GitHub and Sentry issues,5,7,2026-04-24T17:53:33.900171+00:00,3.3567446322371564,3.2745813098534553,Yellow,0.46072942,0.34012935,14643,Monitor bug resolution efforts and track successes.
starsling,1,Trigger AI agents to diagnose and resolve deployment incidents automatically,5,7,2026-04-24T17:53:33.900171+00:00,3.469402073461364,3.2987799914228386,Yellow,0.4253181,0.38708124,14643,Monitor bug resolution efforts and track successes.
starsling,2,"Aggregate developer tasks from GitHub, Linear, and Sentry into unified homepage",4,7,2026-04-24T17:53:33.900171+00:00,3.096147075456851,3.3937112598214285,Yellow,0.36126378,0.35152322,14707,Write supporting code for Web applications or Web sites.
starsling,3,Monitor application performance and surface anomalies to engineering teams,4,7,2026-04-24T17:53:33.900171+00:00,3.627693110443415,3.388005284512707,Yellow,0.5958156,0.5447243,14643,Monitor bug resolution efforts and track successes.
starsling,4,Automate deployment workflows and track deployment status for developers,3,7,2026-04-24T17:53:33.900171+00:00,3.4640323211292627,3.725107958740309,Green,0.4789425,0.41014466,14643,Monitor bug resolution efforts and track successes.
text-ai,0,Coordinate group event planning and venue booking within group chat conversations,5,7,2026-04-24T17:53:33.900171+00:00,2.7330788444947682,4.2156919806921,Red,0.5085871,0.41716963,23274,Prepare meeting agendas or packets of related information.
text-ai,1,Generate custom images featuring group members collaboratively within chat,4,7,2026-04-24T17:53:33.900171+00:00,3.061720891309964,3.1795651557445015,Yellow,0.3488738,0.32554203,294,Create custom illustrations or other graphic elements.
text-ai,2,Maintain a shared social calendar of upcoming group events and hangouts,4,7,2026-04-24T17:53:33.900171+00:00,2.832179053055303,4.244766590424296,Red,0.5343113,0.39382872,2800,Maintain scheduling and event calendars.
text-ai,3,Remember group preferences and personal context to personalize suggestions,4,7,2026-04-24T17:53:33.900171+00:00,2.6870046976184168,2.9464931583595777,Low-Priority,0.3849689,0.30342293,11245,"Collaborate with colleagues to exchange information, such as selling strategies or marketing information."
text-ai,4,Surface group activity analytics including participation and inside jokes,3,7,2026-04-24T17:53:33.900171+00:00,3.2690404156176056,3.7820848084142313,Green,0.30655304,0.28992534,11245,"Collaborate with colleagues to exchange information, such as selling strategies or marketing information."
text-ai,5,Send reminders to group members to schedule and follow through on plans,3,7,2026-04-24T17:53:33.900171+00:00,3.4838180035446076,3.7269749787966897,Green,0.48376676,0.42273337,14624,Assign or schedule tasks to meet work priorities and goals.
theorem-2,0,Formally verify correctness and security properties of software programs automatically,5,7,2026-04-24T17:53:33.900171+00:00,3.3558592957178783,3.898838824695157,Green,0.54572713,0.51471746,14700,"Evaluate code to ensure that it is valid, is properly structured, meets industry standards, and is compatible with browsers, devices, or operating systems."
theorem-2,1,Detect zero-day vulnerabilities in GPU-accelerated and cryptographic code,5,7,2026-04-24T17:53:33.900171+00:00,3.2980202663609175,3.658353694168724,Green,0.34904152,0.32432848,14654,Monitor program performance to ensure efficient and problem-free operations.
theorem-2,2,Accelerate formal verification workflows using trained ML models,5,7,2026-04-24T17:53:33.900171+00:00,3.0797129545457187,4.423033041052087,Green,0.45571554,0.39499158,1276,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language."
theorem-2,3,Validate code correctness during legacy system migration and modernization,4,7,2026-04-24T17:53:33.900171+00:00,3.2959406214029316,4.095067983931113,Green,0.60484123,0.5132156,14700,"Evaluate code to ensure that it is valid, is properly structured, meets industry standards, and is compatible with browsers, devices, or operating systems."
theorem-2,4,Provide verification feedback loops to developers writing security-critical code,3,7,2026-04-24T17:53:33.900171+00:00,3.1259092765508516,4.053671111426853,Green,0.545541,0.4896454,1269,"Compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program."
airweave,0,Connect to productivity tools and databases to index content for AI agents,5,7,2026-04-24T17:53:33.900171+00:00,3.280250752842439,3.4059662176613235,Yellow,0.4241803,0.4033173,23320,"Organize or work with detailed office or warehouse records, using computers to enter, access, search or retrieve data."
airweave,1,Transform application and document store contents into searchable knowledge bases,5,7,2026-04-24T17:53:33.900171+00:00,3.4625587878676853,3.6154976417752547,Green,0.51277846,0.4607268,16135,"Maintain library of model documents, templates, or other reusable knowledge assets."
airweave,2,Retrieve relevant context from external sources in response to agent queries,5,7,2026-04-24T17:53:33.900171+00:00,2.56179932905388,3.6460561367073523,Red,0.41959107,0.34137052,22420,Locate unusual or unique information in response to specific requests.
airweave,3,Synchronize knowledge bases as connected data sources are updated,4,7,2026-04-24T17:53:33.900171+00:00,3.3102176354761434,4.168430787905676,Green,0.4239858,0.41422662,1287,"Maintain records of daily data communication transactions, problems and remedial actions taken, or installation activities."
airweave,4,Normalize and embed content from diverse sources into unified retrieval index,3,7,2026-04-24T17:53:33.900171+00:00,2.7102857628042853,3.7264110156888073,Red,0.34510517,0.31961054,22420,Locate unusual or unique information in response to specific requests.
sieveai,0,Validate and clean financial data submitted via API from client pipelines,5,7,2026-04-24T17:53:33.900171+00:00,3.6865359145575596,4.025106151721592,Green,0.4115071,0.3854502,18934,"Assess clients' overall financial situations by reviewing income, assets, debts, expenses, credit reports, or other financial information."
sieveai,1,Replace manual human review queues with automated AI data quality resolution,5,7,2026-04-24T17:53:33.900171+00:00,3.531160673266539,4.214593522146649,Green,0.42257997,0.39275008,15424,"Direct the tracking of defects, test results, or other regularly reported quality control data."
sieveai,2,Flag anomalous financial data records and return corrected values to callers,5,7,2026-04-24T17:53:33.900171+00:00,3.350844001707858,4.201864376535479,Green,0.51588374,0.4572211,2503,Reconcile records of bank transactions.
sieveai,3,Apply expert-in-the-loop review to edge cases exceeding automated confidence thresholds,4,7,2026-04-24T17:53:33.900171+00:00,2.6968808141021885,3.9366895741177883,Red,0.47266772,0.41237855,14758,"Correct testing-identified problems, or recommend actions for their resolution."
sieveai,4,Integrate directly into existing data pipeline infrastructure via lightweight API,3,7,2026-04-24T17:53:33.900171+00:00,3.4971220623116688,3.456753292488435,Yellow,0.3328679,0.3111678,15883,Enter logistics-related data into databases.
blueshoe,0,Research relevant case law and legal precedents for specific legal questions,5,7,2026-04-24T17:53:33.900171+00:00,2.817673539001723,3.6126986914611963,Red,0.6972372,0.5612227,19051,"Research laws, court decisions, documents, opinions, briefs, or other information related to cases before the court."
blueshoe,1,Build and test legal arguments grounded in cited caselaw and statutes,5,7,2026-04-24T17:53:33.900171+00:00,2.7957573983110136,3.611021470108039,Red,0.57534146,0.5284537,19051,"Research laws, court decisions, documents, opinions, briefs, or other information related to cases before the court."
blueshoe,2,Analyze logical structure of legal reasoning across multiple jurisdictions,4,7,2026-04-24T17:53:33.900171+00:00,3.0221033186546418,3.6758475587445205,Green,0.55938315,0.46324214,3775,"Analyze the probable outcomes of cases, using knowledge of legal precedents."
blueshoe,3,Surface conflicting precedents and flag weaknesses in legal arguments,4,7,2026-04-24T17:53:33.900171+00:00,2.8137603894776615,3.6502058843096385,Red,0.5095322,0.42718276,3775,"Analyze the probable outcomes of cases, using knowledge of legal precedents."
blueshoe,4,Generate structured legal research memos from natural language queries,3,7,2026-04-24T17:53:33.900171+00:00,2.4433152661749578,3.56651634019711,Red,0.5206043,0.48531896,19050,"Prepare briefs, legal memoranda, or statements of issues involved in cases, including appropriate suggestions or recommendations."
bond,0,Aggregate company-wide status updates into prioritized executive briefings,5,7,2026-04-24T17:53:33.900171+00:00,2.707175626673023,4.0272101702776535,Red,0.48859435,0.45389485,16168,"Prepare project status reports by collecting, analyzing, and summarizing information and trends."
bond,1,Surface the most critical decisions and blockers requiring CEO attention daily,5,7,2026-04-24T17:53:33.900171+00:00,3.4580967402326315,2.718943290267075,Yellow,0.43414184,0.37284073,7318,"Examine the minutes of meetings of directors, stockholders, and committees to investigate the specific authority extended at various levels of management."
